|    name |       pseudo z |   pseudo z_error | Epeak (siml) [keV] | Epeak_error (siml) [keV] | Luminosity [erg/s] | Luminosity_error [erg/s] |
|  98091B |  7.33208258753 |  0.0526327787437 |      495.268068712 |                      0.0 |  3.36392099776e+53 |        3.65066246372e+51 |
|  98092H |    3.073040423 |  0.0586558329641 |      203.243318598 |                      0.0 |  2.12913232528e+52 |        5.26766683632e+50 |
|  98092A |  5.72906671767 |  0.0170508200038 |      886.365927431 |                      0.0 |  6.33463755453e+53 |        2.75762600661e+51 |
|  98100C | 0.933019236792 | 0.00504739182217 |      196.564887335 |                      0.0 |  5.59153707624e+51 |        2.50833311748e+49 |
|  98100A | 0.770017623076 |  0.0351675388857 |      40.5157920909 |                      0.0 |   3.1834904503e+50 |        1.08665353425e+49 |
|  98102B |  4.41805373864 |  0.0382305771748 |      380.159814434 |                      0.0 |  1.01955912934e+53 |        1.23595632316e+51 |
|  98112G |  3.33904305643 |    0.07661278798 |      188.736281261 |                      0.0 |  2.08981513344e+52 |        6.33925667296e+50 |
|  98122D |  1.20702194942 |   0.004059593042 |       374.32386257 |                      0.0 |  2.12295554351e+52 |        6.70872370969e+49 |
|  98122C |  2.09503074071 |  0.0338769765075 |      182.231748316 |                      0.0 |  1.10183294513e+52 |         2.0719467484e+50 |
|  98122A |  3.27604243272 |  0.0659753003194 |      223.697727161 |                      0.0 |  2.72989548119e+52 |        7.23616645916e+50 |
|  98123B |  3.63104594726 |  0.0394225909163 |      301.917304343 |                      0.0 |  5.24035401355e+52 |        7.66390053852e+50 |
|  99010H |  0.51001504905 |  0.0180557063697 |      33.0293268563 |                      0.0 |  1.70677236389e+50 |         3.5061619271e+48 |
|  99010F |  0.20601203942 | 0.00708007474689 |      11.6744450944 |                      0.0 |  1.94471507346e+49 |        1.96139624405e+47 |
|   99012 |  5.90706847988 |  0.0629906017866 |      414.250092779 |                      0.0 |  1.79293121685e+53 |        2.80911024681e+51 |
|   99012 |  1.36602352354 |  0.0121616149778 |      199.703465178 |                      0.0 |  8.12386315269e+51 |        7.17394347466e+49 |
|   99012 |  3.48504450185 |   0.104912437926 |      163.540892046 |                      0.0 |  1.72949358263e+52 |        6.95028057536e+50 |
|   99012 |  2.75403726487 |   0.197129266608 |       81.138966364 |                      0.0 |   3.8217108938e+51 |        3.44773213349e+50 |
|   99020 |  2.21303190892 |  0.0360054003448 |      196.972857012 |                      0.0 |  1.34276918866e+52 |        2.58509871887e+50 |
|   99020 |  3.46604431374 |  0.0485690028143 |      276.232165057 |                      0.0 |  4.22641823692e+52 |        7.89644818737e+50 |
|   99020 |  7.40608332013 |  0.0283699481633 |      788.608924976 |                      0.0 |  7.59393802314e+53 |        4.40306462512e+51 |
|   99020 | 0.655016484565 | 0.00650477216461 |      102.674372046 |                      0.0 |  1.40303667863e+51 |        9.47375065038e+48 |
|   99022 | 0.534015286653 |  0.0118577577827 |      44.7393814087 |                      0.0 |  2.95569241863e+50 |        3.92514120142e+48 |
|   99030 |  3.42904394744 |  0.0893123490606 |       223.84594962 |                      0.0 |  2.90252370733e+52 |        1.00554256163e+51 |
|   99030 |  1.63602619656 |  0.0392057306544 |       118.52186517 |                      0.0 |  3.99300996841e+51 |         1.0202894217e+50 |
|   99030 |  10.4481134362 |  0.0330820049779 |      958.961398826 |                      0.0 |   1.8066943849e+54 |        8.96944875319e+51 |
|   99030 |  8.71909631896 |   0.134217020722 |      346.200986771 |                      0.0 |  2.36860797919e+53 |        5.61950491869e+51 |
|  99031E |  2.83603807668 |  0.0203517220448 |      359.556830935 |                      0.0 |  5.11949361946e+52 |        4.66625446836e+50 |
|  99033B |  7.16408092431 |     0.1012130323 |      321.392151244 |                      0.0 |  1.54516266795e+53 |        3.29098953829e+51 |
|  99040C |  1.65902642426 |  0.0705371819908 |      79.4361256552 |                      0.0 |  2.03748439707e+51 |        9.28566268501e+49 |
|   99042 |  12.9751384538 |  0.0511663754735 |      728.197757746 |                      0.0 |  1.58596977307e+54 |         9.9757739529e+51 |
|  99050G |  2.32603302763 |  0.0361915663995 |      213.546193418 |                      0.0 |  1.63687589613e+52 |         3.0599880868e+50 |
|  99050A |  18.0071882711 |  0.0330133265415 |      1099.92191321 |                      0.0 |  5.46348537022e+54 |        1.63028808705e+52 |
|  99052C |  5.40706352984 |   0.190705722485 |      176.091563534 |                      0.0 |  3.62474053993e+52 |        1.85355202136e+51 |
|  99060D |   1.0430203258 |  0.0383684813599 |      58.5915616948 |                      0.0 |  7.68182409698e+50 |        2.47850295074e+49 |
|   99061 |   2.0340301368 |  0.0462472773259 |      139.792482408 |                      0.0 |   6.7506745067e+51 |        1.76781415737e+50 |
|   99070 |  1.53502519665 |  0.0356023856537 |      123.139307399 |                      0.0 |  3.98642475557e+51 |        9.61841586768e+49 |
|  99072G | 0.974019642696 | 0.00635168738131 |      184.234563218 |                      0.0 |  5.17952333425e+51 |        2.86319283341e+49 |
|  99081F |   4.0460500558 |  0.0624519887654 |      263.070315647 |                      0.0 |  4.79351542284e+52 |        1.01922955156e+51 |
|  99081C |  1.52502509765 |  0.0377385276799 |      110.160554704 |                      0.0 |  3.26991290965e+51 |        8.39611926332e+49 |
|  99082E | 0.992019820898 |  0.0248459747675 |      71.0945874794 |                      0.0 |  1.02464049308e+51 |         2.1956193968e+49 |
|  99090C |   3.0560402547 |  0.0695647409744 |      177.533179654 |                      0.0 |  1.67568642871e+52 |        4.93745132966e+50 |
|   99100 |  2.54303517595 |  0.0156884832304 |      376.454320024 |                      0.0 |  4.83241055407e+52 |        3.67614368146e+50 |
|   99100 | 0.769017613176 |   0.014435131446 |      72.3611541595 |                      0.0 |  8.62580852308e+50 |        1.20923736657e+49 |
|   99100 |  3.52504489785 |  0.0157885331091 |      587.298283952 |                      0.0 |  1.57913725499e+53 |        9.46590035681e+50 |
|   99101 |  5.51406458915 |   0.186910263246 |      190.135178478 |                      0.0 |  4.25453978165e+52 |        2.09728203642e+51 |
|  99102H |  4.12605084781 |  0.0278847936165 |      460.636373834 |                      0.0 |  1.28912662785e+53 |        1.20476755519e+51 |
|  99102A |  3.32804294753 |  0.0683118955981 |      209.361526945 |                      0.0 |  2.48657355944e+52 |        6.74262871835e+50 |
|  99121E |  1.67102654307 |  0.0254069846673 |      155.962798037 |                      0.0 |  6.54678726412e+51 |        1.06985842261e+50 |
|  99121A |  2.46703442354 |  0.0217774170766 |      308.577957205 |                      0.0 |  3.30751663714e+52 |         3.5692207729e+50 |
|  99122C |  2.81303784898 |  0.0593642229919 |      179.801378518 |                      0.0 |  1.54020048977e+52 |        4.11959088194e+50 |
