| Swift name | Swift ID | BAT Trigger-time | BAT RA | BAT Dec | BAT Error-radius | BAT T90 | BAT Phoflux | BAT Phoflux_error | BAT fluence | BAT fluence_error |
|    120803A |   120803 |            7.371 | 17.969 |  -6.733 |              1.9 |    10.0 |         0.4 |               0.2 |         3.0 |               0.4 |
|    120802A |   120802 |            8.014 |  2.989 |  13.762 |              0.8 |    50.0 |         3.0 |               0.2 |        19.0 |               2.3 |
|    120729A |   120729 |           10.937 |  0.872 |  49.936 |              0.8 |    71.5 |         2.9 |               0.2 |        24.0 |               0.8 |
|    120728A |   120728 |            22.42 |  9.139 | -54.437 |              1.1 |   22.06 |         2.4 |               0.4 |        24.0 |               1.5 |
|    120724A |   120724 |            6.651 | 16.346 |   3.535 |              1.6 |    72.8 |         0.6 |               0.2 |         6.8 |               0.8 |
|    120722A |   120722 |           12.891 | 15.366 |  13.249 |              2.6 |    42.4 |         1.0 |               0.2 |        12.0 |               1.5 |
|    120714B |   120714 |           21.313 | 23.694 | -46.196 |              2.0 |   159.0 |         0.4 |               0.1 |        12.0 |               0.8 |
|    120714A |   120714 |            7.779 | 11.198 | -30.625 |              1.2 |    16.2 |         1.5 |               0.2 |         8.2 |               0.7 |
|    120712A |   120712 |           13.708 | 11.307 | -20.051 |              0.8 |    14.7 |         2.4 |               0.2 |        18.0 |               0.8 |
|    120711B |   120711 |            3.184 | 22.114 |  59.996 |              2.4 |    60.0 |         0.4 |               0.1 |         5.6 |               0.9 |
|    120703A |   120703 |           17.423 | 22.624 | -29.726 |              0.8 |    25.2 |        10.5 |               0.3 |        35.0 |               0.8 |
|    120701A |   120701 |              0.0 |  5.356 | -58.531 |              1.0 |    13.8 |         1.6 |               0.2 |        14.0 |               0.8 |
|    120630A |   120630 |              0.0 | 23.487 |  42.495 |              2.0 |     0.6 |         0.7 |               0.2 |        0.61 |               0.1 |
|    120612A |   120612 |            2.089 |  8.448 | -17.598 |              1.3 |    90.0 |         0.5 |               0.2 |        13.0 |               0.8 |
|    120521C |   120521 |           23.369 | 14.286 |  42.144 |              0.8 |    26.7 |         1.9 |               0.2 |        11.0 |               0.8 |
|    120521B |   120521 |             9.13 | 13.134 | -52.742 |              1.2 |    31.4 |         0.9 |               0.2 |        15.0 |               0.8 |
|    120521A |   120521 |            5.995 |  9.913 | -49.422 |              1.3 |    0.45 |         0.9 |               0.1 |        0.78 |               0.1 |
|    120514A |   120514 |            1.214 | 18.867 |  -4.258 |              0.8 |   164.4 |         1.9 |               0.2 |        28.0 |               1.5 |
|    120422A |   120422 |            7.201 |  9.128 |  13.974 |              1.5 |    5.35 |         0.6 |               0.2 |         2.3 |               0.3 |
|    120404A |   120404 |           12.851 | 15.667 |  12.883 |              0.9 |    38.7 |         1.2 |               0.2 |        16.0 |               0.8 |
|    120403B |   120403 |           20.566 |   3.62 | -89.029 |              1.8 |     7.3 |         0.9 |               0.2 |         2.1 |               0.3 |
|    120403A |   120403 |             1.09 |  2.831 |  40.489 |              1.7 |    1.25 |         1.1 |               0.2 |         1.0 |               0.2 |
|    120328A |   120328 |            3.105 | 16.107 | -39.322 |              1.4 |    24.2 |         0.7 |               0.1 |         4.7 |               0.5 |
|    120327A |   120327 |            2.921 | 16.457 | -29.415 |              0.8 |    62.9 |         3.9 |               0.2 |        36.0 |               0.8 |
|    120326A |   120326 |            1.341 |  18.26 |  69.248 |              0.8 |    69.6 |         4.6 |               0.2 |        26.0 |               2.3 |
|    120324A |   120324 |            5.986 | 19.405 |   24.14 |              0.8 |   118.0 |         5.9 |               0.2 |       101.0 |               2.3 |
|    120320A |   120320 |           11.938 | 14.168 |   8.682 |              1.2 |   25.74 |         0.5 |               0.2 |         5.9 |               1.2 |
|    120312A |   120312 |           16.108 | 16.787 |  23.881 |              1.6 |    14.2 |         1.3 |               0.2 |         5.7 |               0.6 |
|    120311B |   120311 |           15.136 | 17.237 | -13.068 |              1.0 |    28.2 |         1.5 |               0.2 |        10.0 |               0.8 |
|    120311A |   120311 |            5.561 | 18.205 |  14.297 |              0.8 |     3.5 |         3.2 |               0.2 |         3.0 |               0.2 |
|    120308A |   120308 |            6.227 | 14.608 |  79.674 |              1.0 |    60.6 |         6.0 |               0.1 |        12.0 |               0.8 |
|    120305A |   120305 |           19.625 |   3.17 |  28.495 |              0.8 |     0.1 |         2.2 |               0.2 |         2.0 |               0.1 |
|    120229A |   120229 |           14.586 |  1.336 | -35.796 |              1.4 |    0.22 |         0.5 |               0.1 |        0.41 |               0.1 |
|    120224A |   120224 |            4.666 |  2.729 | -17.779 |              1.8 |    8.13 |         0.9 |               0.2 |         2.4 |               0.4 |
|    120219A |   120219 |           14.502 |  8.657 |  51.006 |              1.7 |    90.5 |         0.3 |               0.1 |         5.4 |               1.1 |
|    120218A |   120218 |            0.823 | 21.318 | -25.462 |              1.4 |    27.5 |         9.1 |               0.9 |        53.0 |               3.0 |
|    120215A |   120215 |            0.688 |  2.004 |    8.79 |              1.7 |    26.5 |         0.6 |               0.1 |         4.0 |               0.5 |
|    120213A |   120213 |            0.455 | 20.066 |  65.413 |              0.8 |    48.9 |         1.7 |               0.1 |        19.0 |               0.8 |
|    120212A |   120212 |            9.189 |  2.872 | -18.043 |              1.2 |    5.52 |         2.1 |               0.2 |         5.1 |               0.5 |
|    120211A |   120211 |           11.974 |  5.852 | -24.795 |              1.6 |    61.7 |         0.5 |               0.2 |         8.1 |               0.9 |
|    120121A |   120121 |            9.705 | 16.624 | -23.963 |              1.1 |    26.1 |         0.7 |               0.2 |        11.0 |               0.8 |
|    120119A |   120119 |            4.075 |  8.002 |  -9.076 |              0.8 |   253.8 |        10.3 |               0.2 |       170.0 |               0.0 |
|    120118B |   120118 |           17.006 |  8.324 |  -7.178 |              1.0 |   23.26 |         2.2 |               0.2 |        18.0 |               0.8 |
|    120116A |   120116 |           18.108 |  1.083 |  33.927 |              0.8 |    41.0 |         4.1 |               0.2 |        29.0 |               0.8 |
|    120106A |   120106 |           14.273 |  4.409 |   64.05 |              1.0 |    61.6 |         1.5 |               0.2 |         9.7 |               0.8 |
|    120102A |   120102 |            2.265 | 18.415 |  24.713 |              0.8 |    38.7 |        10.3 |               0.3 |        43.0 |               0.8 |
|    111229A |   111229 |           22.631 |  5.104 | -84.687 |              2.0 |    25.4 |         1.0 |               0.2 |         3.4 |               0.5 |
|    111228A |   111228 |           15.745 | 10.004 |  18.284 |              1.1 |   101.2 |        12.4 |               0.4 |        85.0 |               1.5 |
|    111225A |   111225 |            3.844 |  0.877 |  51.573 |              1.0 |   106.8 |         0.7 |               0.1 |        13.0 |               0.9 |
|    111215A |   111215 |           14.069 | 23.305 |   32.44 |              3.2 |   796.0 |         0.5 |               0.2 |        45.0 |               3.8 |
|    111210A |   111210 |           14.618 | 12.766 |  -7.173 |              1.3 |    2.52 |         1.0 |               0.1 |         1.6 |               0.2 |
|    111204A |   111204 |           13.624 | 22.443 | -31.414 |              1.7 |    48.0 |         0.3 |               0.2 |         4.7 |               0.7 |
|    111129A |   111129 |           16.304 | 20.494 | -52.722 |              1.7 |     7.6 |         0.9 |               0.2 |         1.8 |               0.3 |
|    111123A |   111123 |           18.222 | 10.323 | -20.639 |              0.8 |   290.0 |         0.9 |               0.1 |        73.0 |               2.3 |
|    111121A |   111121 |            16.44 | 10.316 |  -46.67 |              0.8 |   119.0 |         7.1 |               0.2 |        22.0 |               1.5 |
|    111109A |   111109 |            2.963 |  7.883 | -41.588 |              1.4 |    13.0 |         0.5 |               0.1 |         2.4 |               0.3 |
|    111107A |   111107 |             0.84 |  8.632 |  -66.52 |              0.9 |    26.6 |         1.2 |               0.2 |         8.8 |               0.6 |
|    111103B |   111103 |           10.984 | 17.713 |   1.605 |              0.8 |   167.0 |         7.2 |               0.2 |        80.0 |               1.5 |
|    111103A |   111103 |           10.587 | 21.807 | -10.532 |              0.8 |    11.6 |         3.1 |               0.2 |        14.0 |               0.8 |
|    111029A |   111029 |            9.744 |  2.986 |  57.101 |              0.9 |     7.6 |         1.5 |               0.2 |         3.9 |               0.3 |
|    111026A |   111026 |            6.791 | 16.284 | -47.435 |              1.4 |    3.62 |         1.1 |               0.1 |         1.7 |               0.2 |
|    111022B |   111022 |           17.218 |  7.262 |  49.663 |              1.5 |    79.1 |         0.4 |               0.2 |         9.0 |               0.9 |
|    111022A |   111022 |           16.118 | 18.391 | -23.666 |              0.8 |    24.7 |         2.5 |               0.2 |        20.0 |               0.8 |
|    111020A |   111020 |            6.564 | 19.135 | -38.031 |              1.6 |     0.4 |         0.9 |               0.2 |        0.65 |               0.1 |
|    111018A |   111018 |            17.44 | 18.099 |   -3.88 |              1.5 |    36.0 |         0.4 |               0.1 |         4.0 |               0.5 |
|    111016A |   111016 |           18.618 | 10.255 |  27.474 |              1.7 |   550.0 |         0.9 |               0.2 |        40.0 |               2.3 |
|    111008A |   111008 |           22.216 |  4.029 | -32.708 |              0.9 |   63.46 |         6.4 |               0.5 |        53.0 |               2.3 |
|    111005A |   111005 |            8.087 | 14.888 | -19.722 |              1.6 |    26.0 |         1.1 |               0.2 |         6.2 |               0.8 |
|    110928A |   110928 |            1.859 | 17.183 |  36.547 |              1.7 |    26.7 |         0.9 |               0.2 |         6.9 |               0.8 |
|    110921A |   110921 |           13.856 | 19.606 |  36.355 |              1.3 |    48.0 |         0.2 |               0.3 |        24.0 |               1.5 |
|    110915A |   110915 |           13.346 | 20.722 |  -0.713 |              0.9 |   78.76 |         3.3 |               0.2 |        57.0 |               1.5 |
|    110827A |   110827 |            0.031 | 10.937 |  53.817 |              1.7 |     8.5 |         0.4 |               0.1 |         1.8 |               0.2 |
|    110820A |   110820 |           17.641 |  22.88 |  70.298 |              1.6 |   256.0 |         0.4 |               0.1 |         8.2 |               1.1 |
|    110818A |   110818 |            20.63 | 21.158 | -63.981 |              1.1 |   103.0 |         1.6 |               0.2 |        40.0 |               1.5 |
|    110808A |   110808 |            6.315 |  3.821 | -44.177 |              2.0 |    48.0 |         0.4 |               0.2 |         3.3 |               0.6 |
|    110801A |   110801 |           19.828 |  5.961 |  80.958 |              0.8 |   385.0 |         1.1 |               0.2 |        47.0 |               2.3 |
|    110731A |   110731 |           11.158 | 18.701 | -28.536 |              0.8 |    38.8 |        11.0 |               0.2 |        60.0 |               0.8 |
|    110726A |   110726 |            1.511 | 19.114 |   56.07 |              1.3 |     5.2 |         1.0 |               0.2 |         2.2 |               0.2 |
|    110719A |   110719 |            6.153 |  1.638 |  34.578 |              1.4 |    41.0 |         1.3 |               0.2 |        18.0 |               1.5 |
|    110715A |   110715 |           13.231 | 15.844 | -46.237 |              0.8 |    13.0 |        53.9 |               0.8 |       118.0 |               1.5 |
|    110709B |   110709 |           21.544 | 10.978 |  -23.47 |              0.8 |    55.6 |         3.4 |               0.2 |        94.0 |               1.5 |
|    110709A |   110709 |           15.408 | 15.926 |  40.918 |              0.8 |    44.7 |         6.2 |               0.2 |       100.0 |               1.5 |
|    110625A |   110625 |           21.141 | 19.117 |   6.755 |              1.0 |    44.5 |        49.5 |               1.8 |       280.0 |               7.6 |
|    110610A |   110610 |           15.359 | 20.547 |  74.827 |              0.8 |    46.4 |         4.2 |               0.2 |        49.0 |               0.8 |
|    110530A |   110530 |           15.517 | 18.803 |  61.953 |              1.7 |    19.6 |         0.4 |               0.1 |         3.3 |               0.4 |
|    110521A |   110521 |           15.859 |  8.009 |  45.818 |              1.4 |    13.8 |         0.5 |               0.1 |         4.4 |               0.4 |
|    110520A |   110520 |            20.48 |  8.958 |  56.418 |              0.8 |    15.7 |         1.1 |               0.2 |        11.0 |               0.8 |
|    110519A |   110519 |            2.204 | 17.443 | -23.426 |              0.8 |    27.2 |         4.6 |               0.2 |        40.0 |               0.8 |
|    110503A |   110503 |           17.596 |  8.853 |  52.211 |              0.8 |    10.0 |        1.35 |               0.0 |       100.0 |               3.0 |
|    110422A |   110422 |           15.699 |   7.47 |    75.1 |              0.8 |    25.9 |        30.7 |               0.8 |       410.0 |               7.6 |
|    110420B |   110420 |           22.703 | 21.336 | -41.277 |              1.7 |   0.084 |         0.7 |               0.2 |        0.53 |               0.1 |
|    110420A |   110420 |            11.04 |  0.144 | -37.877 |              0.8 |    11.8 |        14.0 |               0.7 |        59.0 |               1.5 |
|    110414A |   110414 |            7.704 |  6.525 |  24.349 |              1.2 |   152.0 |         1.1 |               0.2 |        35.0 |               2.3 |
|    110412A |   110412 |            7.556 |  8.899 |  13.488 |              1.4 |    23.4 |         2.0 |               0.3 |        18.0 |               1.5 |
|    110411A |   110411 |            19.57 | 19.428 |  67.706 |              0.8 |    80.3 |         1.3 |               0.2 |        33.0 |               1.5 |
|    110407A |   110407 |           14.111 | 12.401 |  15.726 |              1.1 |   145.0 |        1.73 |               0.1 |        17.0 |               1.5 |
|    110402A |   110402 |            0.216 | 13.162 |  61.247 |              1.3 |    60.9 |         4.1 |               0.5 |        34.0 |               3.0 |
|    110319B |   110319 |           19.567 | 21.739 | -56.774 |              0.8 |    14.5 |        1.25 |               0.1 |        10.0 |               0.8 |
|    110319A |   110319 |            2.278 | 23.767 | -66.008 |              0.8 |    19.3 |         2.2 |               0.2 |        14.0 |               0.8 |
|    110318B |   110318 |           15.452 | 14.113 | -51.577 |              1.3 |     4.8 |         0.7 |               0.1 |         2.9 |               0.2 |
|    110318A |   110318 |           13.239 | 22.553 | -15.278 |              0.8 |    16.0 |         8.0 |               0.4 |        49.0 |               1.5 |
|    110315A |   110315 |           23.951 | 18.614 |  17.537 |              0.8 |    77.0 |         1.7 |               0.2 |        41.0 |               1.5 |
|    110312A |   110312 |           17.927 |   10.5 |  -5.259 |              1.7 |    28.7 |         1.2 |               0.2 |         8.2 |               1.0 |
|    110305A |   110305 |            6.634 | 17.392 |  -15.81 |              1.4 |    12.0 |         1.2 |               0.2 |         8.0 |               0.8 |
|    110223B |   110223 |            21.43 | 10.023 | -68.329 |              1.5 |    54.0 |         0.6 |               0.1 |         6.1 |               0.6 |
|    110223A |   110223 |            20.95 | 23.026 |  87.586 |              1.9 |     7.0 |         0.6 |               0.2 |         1.6 |               0.3 |
|    110213A |   110213 |            5.291 |  2.865 |  49.278 |              1.1 |    48.0 |         1.6 |               0.5 |        59.0 |               3.0 |
|    110212A |   110212 |            1.152 |  4.602 |  43.716 |              1.1 |     3.3 |         1.5 |               0.2 |         2.4 |               0.2 |
|    110210A |   110210 |            9.878 |  0.874 |   7.778 |              2.4 |   233.0 |         0.3 |               0.1 |         9.6 |               1.4 |
|    110208A |   110208 |           21.179 |  1.499 | -20.561 |              1.4 |    37.4 |         0.6 |               0.1 |         2.7 |               0.5 |
|    110207A |   110207 |           11.289 |  0.836 |  -10.79 |              1.0 |    80.3 |         1.1 |               0.1 |        16.0 |               0.8 |
|    110205A |   110205 |            2.045 | 10.974 |  67.533 |              1.7 |   257.0 |         3.6 |               0.2 |       170.0 |               0.0 |
|    110201A |   110201 |            9.586 |  9.166 |   88.61 |              1.0 |    13.0 |         1.1 |               0.1 |         7.0 |               0.4 |
|    110128A |   110128 |            1.742 | 12.925 |  28.108 |              1.7 |    30.7 |         0.8 |               0.2 |         7.2 |               1.1 |
|    110119A |   110119 |           22.349 | 23.239 |   5.982 |              1.1 |   208.0 |         2.2 |               0.1 |        70.0 |               1.5 |
|    110112A |   110112 |            4.205 | 21.996 |   26.47 |              2.0 |     0.5 |         0.5 |               0.2 |         0.3 |               0.1 |
|    110106B |   110106 |           21.438 |  8.944 |  47.005 |              0.9 |    24.8 |         2.1 |               0.2 |        20.0 |               0.8 |
|    110106A |   110106 |           15.421 |  5.286 |  64.199 |              1.5 |     4.3 |         1.9 |               0.2 |         3.0 |               0.4 |
|    110102A |   110102 |           18.874 | 16.392 |   7.617 |              1.4 |   264.0 |         8.4 |               0.2 |       165.0 |               2.3 |
|    101225A |   101225 |           18.629 |  0.014 | 44.5739 |              2.7 |  1088.0 |         0.0 |               0.0 |        19.0 |               3.0 |
|    101224A |   101224 |            5.454 | 19.063 |  45.706 |              1.6 |     0.2 |         0.7 |               0.2 |        0.58 |               0.1 |
|    101219B |   101219 |           16.465 |  0.817 | -34.556 |              2.9 |    34.0 |         0.6 |               0.2 |        21.0 |               3.0 |
|    101219A |   101219 |            2.525 |  4.972 |  -2.527 |              0.8 |     0.6 |         4.1 |               0.2 |         4.6 |               0.2 |
|    101213A |   101213 |           10.823 | 16.086 |  21.905 |              0.8 |   135.0 |         2.2 |               0.3 |        50.0 |               1.5 |
|    101117B |   101117 |           19.223 | 11.533 | -72.651 |              0.8 |     5.2 |         4.5 |               0.2 |        11.0 |               0.8 |
|    101030A |   101030 |           15.941 | 11.093 | -16.389 |              0.8 |    92.0 |         0.9 |               0.1 |        20.0 |               0.8 |
|    101024A |   101024 |           11.658 |  4.431 | -77.261 |              0.8 |    18.7 |         5.5 |               0.2 |        15.0 |               0.8 |
|    101023A |   101023 |           22.837 | 21.197 | -65.389 |              1.1 |    80.8 |         0.0 |               0.0 |       270.0 |               7.6 |
|    101020A |   101020 |           23.678 |  12.64 |  23.129 |              2.6 |   175.0 |         0.5 |               0.2 |        26.0 |               2.3 |
|    101017A |   101017 |           10.546 | 19.425 | -35.141 |              0.8 |    70.0 |         9.4 |               0.3 |       180.0 |               7.6 |
|    101011A |   101011 |           16.976 |  3.218 |  -65.99 |              0.9 |    71.5 |         1.3 |               0.2 |        14.0 |               0.8 |
|    101008A |   101008 |           16.721 | 21.925 |   37.06 |              1.6 |   104.0 |         1.6 |               0.2 |        11.0 |               1.5 |
|    100928A |   100928 |            2.331 | 14.869 | -28.542 |              1.7 |     3.3 |         2.5 |               0.4 |         3.5 |               0.5 |
|    100924A |   100924 |            3.969 |  0.045 |   7.004 |              0.8 |    96.0 |         1.5 |               0.2 |        83.0 |               2.3 |
|    100917A |   100917 |            5.057 | 19.283 |  -17.12 |              1.6 |    66.0 |         0.6 |               0.2 |         8.6 |               0.9 |
|    100915A |   100915 |            1.518 | 21.044 |  65.676 |              1.5 |   200.0 |         0.5 |               0.2 |        15.0 |               1.5 |
|    100906A |   100906 |           13.824 |  1.913 |  55.634 |              0.8 |   114.4 |        10.1 |               0.3 |       120.0 |               0.0 |
|    100905A |   100905 |           15.137 |  2.103 |  14.919 |              1.3 |     3.4 |         0.6 |               0.1 |         1.7 |               0.2 |
|    100904A |   100904 |            1.562 | 11.527 | -16.185 |              1.4 |    31.3 |         1.6 |               0.2 |        13.0 |               0.8 |
|    100902A |   100902 |           19.532 |  3.242 |   30.97 |              1.0 |   428.8 |         1.0 |               0.1 |        32.0 |               1.5 |
|    100901A |   100901 |           13.569 |  1.817 |  22.751 |              2.6 |   439.0 |         0.8 |               0.2 |        21.0 |               2.3 |
|    100823A |   100823 |           17.426 |   1.38 |   5.848 |              1.1 |    16.9 |         1.0 |               0.1 |         4.1 |               0.3 |
|    100816A |   100816 |            0.631 | 23.449 |  26.568 |              0.8 |     2.9 |        10.9 |               0.3 |        20.0 |               0.8 |
|    100814A |   100814 |            3.836 |  1.499 |  -17.99 |              0.8 |   174.5 |         2.5 |               0.2 |        90.0 |               1.5 |
|    100807A |   100807 |             9.22 |  3.686 |  67.665 |              1.4 |     7.9 |         1.8 |               0.2 |         3.4 |               0.4 |
|    100805A |   100805 |            4.212 |  19.99 |  52.618 |              1.5 |    15.0 |         0.7 |               0.2 |         5.1 |               0.6 |
|    100802A |   100802 |             5.76 |  0.165 |  47.752 |              0.8 |   487.0 |         0.9 |               0.1 |        36.0 |               1.5 |
|    100728B |   100728 |           10.532 |  2.937 |   0.296 |              1.1 |    12.1 |         3.5 |               0.4 |        17.0 |               0.8 |
|    100728A |   100728 |            2.307 |  5.917 | -15.259 |              0.8 |   198.5 |         5.1 |               0.2 |       380.0 |               0.0 |
|    100727A |   100727 |            5.705 | 10.279 | -21.417 |              1.2 |    84.0 |         1.2 |               0.1 |        12.0 |               0.8 |
|    100725B |   100725 |           11.409 | 19.335 |  76.955 |              0.9 |   200.0 |         2.4 |               0.1 |        68.0 |               1.5 |
|    100725A |   100725 |            7.214 | 11.098 | -26.667 |              0.9 |   141.0 |         0.7 |               0.1 |        20.0 |               0.8 |
|    100724A |   100724 |            0.705 | 12.971 | -11.095 |              1.3 |     1.4 |         1.9 |               0.2 |         1.6 |               0.2 |
|    100719A |   100719 |            3.516 |  7.488 |  -5.857 |              1.8 |    36.0 |         0.6 |               0.2 |         5.3 |               0.7 |
|    100704A |   100704 |            3.586 |  8.909 | -24.202 |              0.8 |   197.5 |         4.3 |               0.2 |        60.0 |               1.5 |
|    100702A |   100702 |            1.063 |  16.38 | -56.549 |              1.1 |    0.16 |         2.0 |               0.2 |         1.2 |               0.1 |
|    100628A |   100628 |            8.278 | 15.063 | -31.653 |              1.6 |   0.036 |         0.5 |               0.1 |        0.25 |               0.0 |
|    100625A |   100625 |           18.541 |  1.053 | -39.091 |              0.8 |    0.33 |         2.6 |               0.2 |         2.3 |               0.2 |
|    100621A |   100621 |            3.059 | 21.021 | -51.102 |              0.8 |    63.6 |        12.8 |               0.2 |       210.0 |               0.0 |
|    100619A |   100619 |            0.352 |  5.641 | -27.012 |              0.8 |    97.5 |         4.8 |               0.2 |        45.0 |               0.8 |
|    100615A |   100615 |            1.984 | 11.814 | -19.483 |              0.8 |    39.0 |         5.4 |               0.2 |        50.0 |               0.8 |
|    100614A |   100614 |           21.641 | 17.569 |  49.232 |              1.2 |   225.0 |         0.7 |               0.2 |        27.0 |               1.5 |
|    100606A |   100606 |           19.211 | 23.374 | -66.234 |              0.8 |   480.0 |         1.6 |               0.3 |        64.0 |               3.0 |
|    100526B |   100526 |           19.011 |  0.052 | -37.913 |              2.3 |    64.0 |         0.1 |               0.1 |         4.7 |               0.7 |
|    100526A |   100526 |           16.436 | 15.386 |  25.623 |              1.5 |   102.0 |         0.7 |               0.2 |        25.0 |               1.5 |
|    100522A |   100522 |            3.764 |  0.466 |   9.397 |              0.8 |    35.3 |         7.1 |               0.2 |        21.0 |               0.8 |
|    100513A |   100513 |            2.119 | 11.307 |   3.617 |              1.1 |    84.0 |         0.6 |               0.1 |        14.0 |               0.8 |
|    100508A |   100508 |            9.345 |  5.084 | -20.744 |              1.7 |    52.0 |         0.4 |               0.2 |         7.0 |               0.8 |
|    100504A |   100504 |            19.35 | 17.038 |  -35.59 |              0.8 |    97.3 |         1.7 |               0.2 |        24.0 |               0.8 |
|    100425A |   100425 |            2.846 | 19.944 | -26.463 |              1.8 |    37.0 |         1.4 |               0.2 |         4.7 |               0.7 |
|    100424A |   100424 |           16.545 | 13.964 |   1.512 |              1.1 |   104.0 |         0.4 |               0.1 |        15.0 |               0.8 |
|    100418A |   100418 |           21.169 | 17.091 |  11.457 |              1.4 |     7.0 |         1.0 |               0.2 |         3.4 |               0.4 |
|    100413A |   100413 |           17.558 | 17.748 |  15.835 |              1.1 |   191.0 |         0.7 |               0.1 |        62.0 |               1.5 |
|    100324A |   100324 |            0.358 |  6.574 |  -9.735 |              1.9 |     6.0 |         0.3 |               0.1 |         0.7 |               0.2 |
|    100316C |   100316 |            8.966 |  2.154 | -67.992 |              1.5 |     9.3 |         0.4 |               0.1 |         1.8 |               0.2 |
|    100316B |   100316 |            8.027 |   10.9 | -45.464 |              1.1 |     3.8 |         1.3 |               0.1 |         2.0 |               0.2 |
|    100316A |   100316 |            2.383 | 16.797 |  71.819 |              1.3 |     7.0 |         2.3 |               0.3 |         8.2 |               0.7 |
|    100305A |   100305 |            9.094 | 11.225 |  42.381 |              1.4 |    69.7 |         0.9 |               0.2 |        15.0 |               1.5 |
|    100302A |   100302 |           19.885 | 13.034 |  74.568 |              1.3 |    17.9 |         0.5 |               0.1 |         3.1 |               0.3 |
|    100219A |   100219 |           15.263 |  10.28 | -12.555 |              1.9 |    18.8 |         0.4 |               0.1 |         3.7 |               0.5 |
|    100213A |   100213 |           22.463 | 23.292 |   43.37 |              1.1 |     2.4 |         2.1 |               0.2 |         2.7 |               0.2 |
|    100212A |   100212 |           14.123 | 23.763 |  49.492 |              1.6 |   136.0 |         2.2 |               0.2 |         9.1 |               0.9 |
|    100206A |   100206 |           13.501 |  3.145 |  13.175 |              1.1 |    0.12 |         1.4 |               0.2 |         1.4 |               0.2 |
|    100205A |   100205 |            4.312 |  9.426 |   31.74 |              1.6 |    26.0 |         0.4 |               0.1 |         4.0 |               0.5 |
|    100119A |   100119 |           18.424 | 19.954 | -53.149 |              1.0 |    23.8 |         7.7 |               0.8 |       140.0 |               0.0 |
|    100117A |   100117 |           21.105 |  0.752 |  -1.586 |              1.3 |     0.3 |         2.9 |               0.3 |        0.93 |               0.1 |
|    100111A |   100111 |            4.214 | 16.469 |  15.539 |              0.9 |    12.9 |         1.9 |               0.2 |         6.7 |               0.4 |
|     091221 |    91221 |           20.881 |   3.72 |  23.243 |              1.1 |    68.5 |         3.0 |               0.2 |        57.0 |               1.5 |
|    091208B |    91208 |            9.832 |  1.961 |  16.881 |              0.9 |    14.9 |        15.2 |               0.8 |        33.0 |               1.5 |
|    091208A |    91208 |            8.767 |   0.02 |   65.68 |              0.8 |    29.1 |         1.8 |               0.2 |        15.0 |               0.8 |
|    091130B |    91130 |           17.984 | 13.543 |  34.086 |              1.0 |   112.5 |         1.1 |               0.2 |        13.0 |               0.8 |
|     091127 |    91127 |           23.429 |  2.439 | -18.948 |              0.9 |     7.1 |        46.5 |               2.0 |        90.0 |               2.3 |
|     091112 |    91112 |           17.689 | 17.183 | -36.729 |              1.1 |    17.0 |         1.9 |               0.4 |        21.0 |               3.0 |
|    091109B |    91109 |           21.818 |  7.517 | -54.092 |              0.9 |     0.3 |         5.4 |               0.3 |         1.9 |               0.2 |
|    091109A |    91109 |            4.962 | 20.617 | -44.177 |              1.6 |    48.0 |         1.3 |               0.3 |        16.0 |               1.5 |
|     091104 |    91104 |            8.823 | 13.915 |  47.391 |              2.0 |    99.3 |         0.4 |               0.1 |         7.7 |               0.9 |
|     091102 |    91102 |           14.577 |  4.841 | -72.527 |              0.9 |     6.6 |         1.4 |               0.2 |         5.2 |               0.3 |
|     091029 |    91029 |            3.889 |  4.011 | -55.954 |              0.8 |    39.2 |         1.8 |               0.1 |        24.0 |               0.8 |
|     091026 |    91026 |           13.192 | 18.444 | -86.113 |              0.8 |    41.6 |         2.2 |               0.2 |        18.0 |               0.8 |
|     091024 |    91024 |            8.934 | 22.616 |  56.885 |              0.8 |   109.8 |         2.0 |               0.2 |        61.0 |               2.3 |
|     091020 |    91020 |           21.612 | 11.715 |  50.977 |              0.8 |    34.6 |         4.2 |               0.2 |        37.0 |               0.8 |
|     091018 |    91018 |           20.805 |  2.146 | -57.546 |              0.8 |     4.4 |        10.3 |               0.3 |        14.0 |               0.8 |
|    090929B |    90929 |           10.152 |  7.847 |  -0.645 |              1.1 |   360.0 |         3.3 |               0.2 |        59.0 |               2.3 |
|     090927 |    90927 |           10.121 | 22.929 | -70.973 |              1.2 |     2.2 |         2.0 |               0.2 |         2.0 |               0.2 |
|    090926B |    90926 |            21.93 |  3.087 | -38.997 |              0.8 |   109.7 |         3.2 |               0.2 |        73.0 |               1.5 |
|     090916 |    90916 |            7.012 |  8.439 |  25.941 |              2.0 |    63.4 |         1.9 |               0.2 |         9.5 |               1.4 |
|     090915 |    90915 |           15.593 | 15.866 |   15.48 |              2.3 |     8.0 |         0.8 |               0.2 |         5.0 |               1.5 |
|     090912 |    90912 |           15.841 | 12.536 |  61.475 |              0.9 |   144.0 |         1.0 |               0.1 |        45.0 |               2.3 |
|    090904B |    90904 |            1.405 | 17.613 | -25.219 |              0.9 |    47.0 |         5.3 |               0.7 |       110.0 |               0.0 |
|    090904A |    90904 |            1.018 |  6.724 |  50.235 |              2.3 |   122.0 |         1.9 |               0.2 |        30.0 |               1.5 |
