|   Fermi name | Fermi ID | GBM Trigger-time | GBM RA | GBM Dec | GBM Error-radius | GBM T90 | GBM T90_error |     GBM flux | GBM flux_error | GBM fluence | GBM fluence_error |    Epeak | Epeak_error |        alpha | alpha_error |      beta |     beta_error |
| GRB150428305 |   150428 |            7.317 | 16.155 |   69.51 |             6.06 |  32.512 |         3.278 | 1.386642e-07 |   8.747807e-08 |  1.5333e-06 |         4.704e-08 |  149.587 |    56.68635 |   -0.1906392 |   0.6633638 | -4.446875 |       29.22858 |
| GRB150426594 |   150426 |           14.259 |  1.176 |  -30.23 |             1.46 |  22.528 |         3.167 | 2.683953e-06 |   1.046218e-07 |  1.0847e-05 |        8.1284e-08 | 143.5938 |    13.55079 |   -0.5818847 |    0.122075 | -2.625449 |       0.217708 |
| GRB150425617 |   150425 |           14.805 | 14.282 |   -55.5 |             8.18 |   4.352 |         0.923 | 4.240591e-07 |   5.479343e-08 |  8.0518e-07 |         4.069e-08 | 251.3821 |    200.7873 |    0.3202563 |     1.35424 | -1.520177 |      0.1848098 |
| GRB150424403 |   150424 |            9.667 | 12.184 | -16.212 |             0.13 |  36.096 |         5.954 | 3.499502e-07 |   1.002923e-07 |  3.8455e-06 |        7.9191e-08 | 147.5352 |    52.79091 |    -1.049409 |    0.251583 | -3.491557 |       8.647054 |
| GRB150422703 |   150422 |           16.876 |  14.34 |  -20.86 |             1.07 |  36.865 |         0.572 |   1.8195e-06 |   8.884358e-08 |  2.9897e-05 |        9.2066e-08 | 144.4198 |    11.76602 |   -0.8468537 |   0.0806239 | -3.026159 |      0.6130822 |
| GRB150422294 |   150422 |            7.058 | 10.401 |  -53.56 |            10.29 |  30.208 |         8.583 | 2.174254e-07 |   4.405852e-08 |  2.4463e-06 |        4.0506e-08 | 28.72862 |    19.40441 |     1.860274 |    5.915337 | -1.845786 |      0.1868189 |
| GRB150418819 |   150418 |           19.658 | 20.829 |  -43.53 |             9.17 |    3.84 |         1.493 |  2.25055e-07 |     3.2006e-08 |  6.4146e-07 |        2.4056e-08 | 81.23473 |    21.07889 |     -1.27892 |   0.3030677 | -12.63897 |      2047906.0 |
| GRB150416773 |   150416 |           18.557 |  3.917 |   52.96 |             1.93 |  33.281 |         3.665 | 9.512035e-07 |   7.256529e-08 |  6.2375e-06 |        5.9016e-08 |  311.213 |    93.94961 |   -0.4610484 |   0.2233452 | -1.973068 |      0.2761473 |
| GRB150415029 |   150415 |            0.685 | 14.709 |  -19.34 |             3.59 |  34.557 |         4.104 | 5.220457e-07 |   6.864459e-08 |  3.8467e-06 |        4.1502e-08 | 160.4932 |     31.7804 |     1.249069 |   0.9206079 | -2.548316 |      0.5699145 |
| GRB150412931 |   150412 |           22.343 | 14.684 |   20.13 |             8.11 |    0.64 |         0.861 | 2.209869e-06 |   4.208557e-07 |  4.1528e-07 |        2.9661e-08 | 1142.185 |    790.5856 |    -0.569528 |   0.3474249 | -9.392956 |        77588.1 |
| GRB150404733 |   150404 |           17.584 | 11.061 |  -67.37 |             8.87 |   4.864 |          1.95 | 2.178022e-07 |   2.884452e-08 |  6.1093e-07 |        2.9136e-08 | 80.72631 |    14.10528 |    -0.437406 |   0.4284784 |    -15.28 |            0.0 |
| GRB150403913 |   150403 |           21.903 | 20.767 | -62.712 |            0.001 |  22.272 |          0.81 | 8.930864e-06 |   1.770645e-07 |  5.4707e-05 |        5.5299e-08 | 509.2573 |     33.6835 |   -0.6716096 |  0.03419109 | -2.185594 |     0.07740498 |
| GRB150330828 |   150330 |           19.873 | 21.951 |   49.97 |              1.0 | 153.859 |          0.81 | 1.036226e-05 |   1.400369e-07 |  0.00014373 |        6.0235e-08 | 285.4895 |    15.48803 |    -0.824954 |  0.02882391 | -2.224929 |     0.06955697 |
| GRB150326542 |   150326 |            13.01 | 22.075 |  -19.65 |             5.94 |   4.096 |         1.056 | 5.879717e-07 |   9.085134e-08 |  1.3606e-06 |         2.202e-08 | 109.4091 |      15.305 |    -1.048014 |   0.1429411 |  -4.89356 |       25.85811 |
| GRB150324319 |   150324 |            7.652 | 19.681 |  -20.04 |              1.7 |  13.056 |         0.724 | 8.833294e-07 |   7.534764e-08 |  7.8092e-06 |        5.9463e-08 | 114.2688 |    8.129618 |    0.3865316 |   0.2221695 | -3.170188 |      0.5683542 |
| GRB150324164 |   150324 |            3.936 | 12.054 |  -42.72 |             4.19 |   4.608 |         0.724 | 1.635201e-06 |   1.146645e-07 |  4.8485e-06 |        2.3011e-08 | 519.4215 |    79.97376 |    -0.351968 |   0.1384967 |  -3.06272 |        1.61657 |
| GRB150323712 |   150323 |           17.086 | 12.841 |  50.198 |            0.005 |  43.264 |         2.429 | 1.250033e-07 |   3.080489e-08 |  1.8823e-06 |        2.8186e-08 | 103.9627 |    43.02244 |    -0.966651 |   0.4951303 | -17.82894 |    665402600.0 |
| GRB150323395 |   150323 |            9.478 | 17.363 |  38.316 |            0.025 |  56.321 |         1.084 | 1.071012e-06 |   8.655724e-08 |  1.9188e-05 |        6.8727e-08 | 213.1472 |    33.64236 |   -0.9475204 |   0.1115916 | -5.581214 |       98.50059 |
| GRB150322066 |   150322 |            1.584 |  8.389 |  -48.05 |              2.8 |  15.613 |         3.593 | 8.570289e-07 |   8.199994e-08 |  3.6315e-06 |        2.8627e-08 | 384.1375 |    132.0828 |   -0.4643793 |   0.2797746 | -2.270419 |      0.7135481 |
| GRB150319271 |   150319 |            6.497 |  0.475 |   28.06 |             2.36 |  10.496 |         1.145 | 1.666786e-06 |   1.092346e-07 |   8.689e-06 |        3.8317e-08 |  383.976 |    78.05302 |   -0.3286475 |   0.1954174 | -2.229982 |      0.3294986 |
| GRB150318521 |   150318 |           12.498 | 17.937 |  -30.22 |             2.19 |   94.72 |         7.534 | 1.159462e-07 |   3.320349e-08 |  4.3291e-06 |        6.0206e-08 | 94.73374 |     46.1758 |    -1.113659 |   0.6222583 | -12.89062 |      3272742.0 |
| GRB150314205 |   150314 |            4.914 |  8.445 |  63.834 |           0.0005 |  10.688 |         0.143 | 1.594302e-05 |   1.957966e-07 |  8.1592e-05 |        1.2798e-07 | 298.0226 |    9.404712 |   -0.4062712 |  0.02975524 |  -2.54075 |     0.08322588 |
| GRB150313657 |   150313 |           15.778 | 15.857 |  -47.85 |             8.42 |    5.12 |         3.093 | 4.121846e-07 |   8.333094e-08 |  8.6729e-07 |        5.9525e-08 | 210.4817 |    146.1591 |    -1.513839 |   0.2033984 | -5.105069 |       411.4573 |
| GRB150309958 |   150309 |           22.997 | 18.473 |  86.429 |           0.0004 |  52.481 |         1.086 | 2.644921e-06 |   9.955728e-08 |   3.977e-05 |        1.8239e-07 | 189.7115 |    16.79407 |   -0.4075789 |  0.08638925 | -2.291929 |      0.1643403 |
| GRB150306993 |   150306 |           23.828 |  0.042 |  -58.55 |              1.0 |  18.944 |         1.145 | 3.958894e-06 |   1.417822e-07 |  2.7014e-05 |        9.6784e-08 | 244.6122 |    9.904168 |   0.01373162 |   0.1165001 | -14.34982 |       103173.3 |
| GRB150303516 |   150303 |           12.381 |  7.654 |   -5.54 |             5.12 |   4.864 |          0.81 | 2.131057e-07 |     3.6292e-08 |  6.2496e-07 |        1.7043e-08 | 36.32051 |    11.05622 |     0.727558 |     1.71422 | -2.280047 |      0.2581959 |
| GRB150301818 |   150301 |           19.635 |  5.944 | -57.977 |             0.05 |  13.312 |         1.557 | 5.098332e-07 |   6.204709e-08 |  3.0852e-06 |        2.9774e-08 | 173.9901 |    37.03205 |   -0.9519986 |   0.1700398 | -8.472443 |       5166.644 |
| GRB150228981 |   150228 |           23.545 |  0.503 |  -61.73 |             2.53 |  36.609 |         1.056 | 6.787543e-07 |   3.953747e-08 |  1.1531e-05 |         2.795e-08 | 26.38115 |    3.412628 |     1.607312 |    1.249278 | -2.148114 |     0.06583267 |
| GRB150228845 |   150228 |           20.272 | 15.421 |  -41.87 |             2.03 |   4.125 |         1.063 | 3.897555e-06 |   1.039231e-07 |  6.5931e-06 |        1.9677e-08 | 1087.963 |    145.5964 |   -0.7159554 |  0.05152996 | -2.539899 |       0.299975 |
| GRB150226948 |   150226 |           22.764 | 10.517 |   18.37 |             11.3 |  32.768 |         4.536 | 2.105244e-07 |   8.788058e-08 |  8.4218e-07 |        2.0489e-08 | 203.8484 |    46.50185 |     1.201544 |    1.158855 | -7.079138 |       161.3522 |
| GRB150226545 |   150226 |            13.09 |  3.407 |   28.48 |             2.58 | 174.595 |         4.707 | 7.370437e-07 |   7.422496e-08 |  8.6326e-06 |        5.3138e-08 | 249.4423 |    62.62021 |    -0.970488 |   0.1342925 | -3.579545 |       8.011408 |
| GRB150222450 |   150222 |           10.802 | 11.353 |   -46.2 |             1.29 |  65.281 |         1.448 | 1.564304e-06 |   8.778702e-08 |  1.9539e-05 |        7.4831e-08 | 92.96463 |    9.518699 |   -0.6994029 |   0.1542868 | -2.628723 |      0.2533008 |
| GRB150220598 |   150220 |            14.36 |  9.033 |  -1.597 |              0.5 | 144.643 |         1.619 | 2.374387e-06 |   1.047609e-07 |  2.4133e-05 |        8.4401e-08 | 248.1646 |    17.17904 |   -0.6093007 |  0.06546187 | -8.046627 |       758.3425 |
| GRB150219522 |   150219 |            12.52 | 18.084 | -41.585 |             0.33 |  36.097 |         3.114 | 6.382116e-07 |   7.738313e-08 |  7.7158e-06 |        3.8049e-08 | 67.86792 |    21.46983 |     1.685373 |    1.810041 | -1.818235 |      0.1447103 |
| GRB150216415 |   150216 |            9.966 |  8.045 |   -9.52 |            10.08 |  33.792 |         2.919 | 1.239119e-07 |   3.160755e-08 |  2.2936e-06 |        3.8839e-08 | 47.58377 |    11.98185 |    0.6465371 |    1.441037 | -2.936386 |      0.9045815 |
| GRB150214293 |   150214 |            7.023 | 22.839 |  -34.17 |            10.47 |   0.192 |         0.286 | 1.703041e-06 |     3.9597e-07 |  2.3705e-07 |        1.4042e-08 | 462.9161 |    289.0205 |   -0.4446011 |   0.4947762 | -2.639527 |       2.980558 |
| GRB150213001 |   150213 |             0.03 |  6.353 |   -4.85 |              1.0 |   4.096 |         0.091 | 1.279237e-05 |   1.153284e-07 |  2.8758e-05 |         1.817e-08 | 80.60262 |     1.41238 |      -1.0233 |  0.02452705 | -3.024769 |      0.0746579 |
| GRB150211239 |   150211 |            5.738 | 22.437 |   38.98 |             9.08 |  18.432 |         6.481 | 2.212326e-07 |   6.932362e-08 |  8.6981e-07 |        6.0518e-08 | 72.54297 |    54.58931 |  -0.05459754 |    1.830837 | -2.121746 |      0.5686295 |
| GRB150210935 |   150210 |            22.44 |  7.523 |   12.36 |              2.2 |  31.294 |         0.602 | 1.052443e-05 |   1.528718e-07 |  2.2199e-05 |        2.6874e-08 | 2333.813 |     108.077 |    -0.600309 |  0.02064352 | -3.714343 |      0.5319773 |
| GRB150206407 |   150206 |            9.774 | 14.706 |    57.5 |             6.76 |    5.12 |         1.056 | 3.589084e-07 |   4.111769e-08 |  1.3681e-06 |        2.9761e-08 | 45.06161 |    6.270602 |     1.109769 |   0.8535678 | -2.518253 |      0.2336927 |
| GRB150206285 |   150206 |            6.836 | 23.863 |  -61.61 |              3.7 |  23.296 |         3.338 | 5.696728e-07 |   8.466732e-08 |   2.983e-06 |        4.2724e-08 | 215.4063 |    57.10627 |    0.1450037 |   0.4713775 | -2.564523 |      0.9983788 |
| GRB150204272 |   150204 |            6.519 | 10.683 | -64.043 |             0.02 |  11.008 |         1.056 | 2.529986e-07 |   5.769532e-08 |  1.9351e-06 |        3.3765e-08 | 91.47787 |    31.97555 |   -0.8739799 |   0.4243787 | -2.648369 |       1.082613 |
| GRB150203545 |   150203 |           13.075 | 10.459 |  -21.81 |             2.67 |  23.808 |         1.619 | 5.966639e-07 |   7.714971e-08 |  3.6398e-06 |        2.1161e-08 | 121.2745 |    30.37487 |   0.04948449 |   0.4994611 | -2.270797 |      0.3677079 |
| GRB150203173 |   150203 |            4.153 |   6.56 |   6.953 |           0.0006 |    25.6 |         3.238 | 8.053539e-08 |   6.439845e-08 |  1.8639e-06 |        6.2777e-08 |  46.9951 |    17.72293 |   -0.9597585 |   0.9401607 | -8.071899 |        3522.05 |
| GRB150202999 |   150202 |           23.986 |  5.785 |   58.55 |              1.0 | 167.427 |         3.367 | 4.294456e-06 |   1.048433e-07 |  3.2522e-05 |        9.4521e-08 | 281.8207 |    27.93712 |   -0.7045789 |  0.05483104 | -2.091427 |      0.1092223 |
| GRB150201574 |   150201 |           13.782 |  0.789 | -37.619 |           0.0014 |  15.616 |         0.362 | 9.469114e-06 |   1.302233e-07 |  6.3139e-05 |        5.2677e-08 | 125.8177 |    3.872525 |   -0.5533687 |  0.03920994 |  -2.69187 |     0.07395843 |
| GRB150131951 |   150131 |           22.824 |  4.151 |   19.27 |             5.31 |   8.192 |         3.444 | 5.579836e-07 |   7.751545e-08 |  2.4878e-06 |        9.1137e-08 |  155.507 |     19.8804 |   0.02050571 |   0.3483697 | -12.04133 |       46875.51 |
| GRB150131335 |   150131 |            8.051 |  1.075 |   11.36 |             5.81 |   8.192 |         1.448 | 6.773118e-07 |   9.141322e-08 |  1.4525e-06 |        2.7352e-08 | 406.8539 |    139.4191 |   -0.9541088 |   0.1492441 |  -5.23125 |       143.1905 |
| GRB150127589 |   150127 |           14.141 |  9.494 |   -3.14 |              1.0 |  60.929 |          0.81 | 1.745245e-06 |   6.999206e-08 |  5.7789e-05 |        7.8301e-08 | 110.0641 |    9.981365 |    -1.020971 |  0.08203287 | -2.666579 |       0.270585 |
| GRB150127398 |   150127 |            9.546 | 19.048 |   -8.37 |             2.78 |  52.736 |          3.62 | 3.283508e-06 |   1.232123e-07 |  1.1347e-05 |        5.7257e-08 | 1779.657 |    272.2271 |   -0.5662208 |  0.07399584 |  -2.75504 |      0.4510329 |
| GRB150126868 |   150126 |           20.843 | 23.367 | -12.368 |             0.51 |  96.513 |         3.114 | 1.166641e-06 |   8.459386e-08 |  2.5227e-05 |        5.7864e-08 | 197.8371 |    63.34248 |    -1.027252 |   0.1506298 |   -2.1167 |      0.2914918 |
| GRB150122960 |   150122 |           23.041 | 10.082 |   -32.6 |              3.3 |  53.249 |        13.827 | 5.241893e-07 |   6.822344e-08 |  3.1678e-06 |        5.6373e-08 |  244.763 |     38.6316 |    0.3064445 |   0.4307934 |     -4.96 |            0.0 |
| GRB150120685 |   150120 |           16.438 |  3.207 |   26.94 |             9.94 |  56.832 |         4.762 | 6.629288e-07 |   1.134663e-07 |  1.9472e-06 |         4.662e-08 |  413.087 |    98.14748 |    0.3884734 |   0.5469165 | -10.51941 |       12268.27 |
| GRB150118927 |   150118 |           22.242 | 10.672 | -27.555 |              0.1 |   0.288 |         0.097 |  8.60296e-06 |   4.984913e-07 |  6.9773e-07 |        1.0975e-08 | 257.3183 |    42.98204 |   -0.3862565 |   0.1627999 | -2.361916 |      0.3039232 |
| GRB150118409 |   150118 |            9.805 | 16.016 |  -35.75 |              0.5 |  40.193 |         0.572 | 1.299785e-05 |   1.739208e-07 |  0.00014114 |        1.0972e-07 | 790.8556 |    32.80765 |   -0.7006178 |   0.0207542 | -9.972233 |       679.9263 |
| GRB150110923 |   150110 |           22.142 | 19.291 |  32.522 |             0.05 |    2.56 |         0.832 | 2.229647e-07 |   5.927318e-08 |  5.8053e-07 |        2.9303e-08 | 113.4483 |    44.71243 |    -0.695367 |   0.5019653 | -2.662168 |        1.40649 |
| GRB150110433 |   150110 |           10.394 | 14.467 |    18.9 |              1.0 |  74.304 |         0.716 | 5.471579e-07 |   7.238828e-08 |  7.9692e-06 |        5.7576e-08 | 92.90181 |    9.548472 |   -0.7427056 |   0.1709788 | -4.434127 |       7.184713 |
| GRB150105257 |   150105 |            6.167 |  8.288 |  -14.78 |              1.0 |  73.729 |         3.238 | 1.597929e-06 |   5.844014e-08 |  3.2433e-05 |        1.4726e-07 | 62.91603 |    4.738656 |   -0.3630814 |   0.1711647 |  -2.41776 |     0.09443735 |
| GRB150101641 |   150101 |           15.393 | 12.533 | -10.956 |             0.04 |    0.08 |         0.928 | 3.908609e-07 |   7.817467e-08 |  2.3809e-07 |        1.5091e-08 | 23.09543 |    4.745475 |      1.16065 |    2.948644 | -3.434151 |       1.081551 |
| GRB141230871 |   141230 |           20.902 | 16.462 |  -40.18 |            10.48 |   0.224 |          0.16 | 1.439315e-06 |   2.118201e-07 |  1.4789e-07 |        1.5729e-08 | 40.79625 |    34.50876 |     1.931758 |    6.070285 | -1.583291 |      0.1268849 |
| GRB141230834 |   141230 |           20.007 | 12.098 |   11.65 |             4.23 |  28.928 |         1.493 | 3.710914e-07 |   9.266459e-08 |  3.1557e-06 |        2.9795e-08 | 174.0686 |    44.40705 |   -0.2169947 |   0.3995858 | -3.337048 |       3.752676 |
| GRB141230142 |   141230 |            3.406 |  3.799 |    1.59 |             3.86 |   9.856 |         1.086 | 1.008048e-06 |   1.079038e-07 |  1.7987e-06 |        6.6177e-08 | 260.9785 |    73.94662 |    -1.238416 |   0.1289957 |     -10.0 |            0.0 |
| GRB141229911 |   141229 |            21.87 |  11.34 |   23.06 |              4.3 |  91.392 |         17.71 | 3.519933e-07 |   6.795387e-08 |  4.2158e-06 |        6.5788e-08 |  233.799 |    128.1869 |    -1.340695 |   0.1967574 | -6.966964 |       4455.411 |
| GRB141229492 |   141229 |           11.817 |  4.829 | -19.233 |           0.0013 |  13.824 |         6.661 | 3.112473e-06 |   1.307739e-07 |  5.5962e-06 |        7.0209e-08 | 408.3763 |    25.92138 |    0.1348057 |   0.1234678 | -12.20564 |       18483.33 |
| GRB141226880 |   141226 |           21.123 | 10.923 |   28.39 |             6.26 |  38.656 |         3.415 | 1.380675e-07 |   3.627912e-08 |  3.2054e-06 |        6.6006e-08 | 139.8622 |    47.08339 |    -0.179468 |   0.7265159 | -12.80084 |       485304.9 |
| GRB141225959 |   141225 |           23.021 |   9.25 |  33.795 |             0.05 |   56.32 |         4.891 | 5.388171e-07 |    6.85633e-08 |  3.7317e-06 |        3.7233e-08 | 144.9585 |    46.55534 |     1.020943 |    1.115846 | -1.949072 |      0.2712374 |
| GRB141223240 |   141223 |            5.761 |  9.825 |  -20.71 |             7.48 |  94.208 |         3.974 | 1.432243e-07 |   5.350092e-08 |  1.8207e-06 |        4.5684e-08 | 78.44609 |    33.14769 |   -0.4184983 |   0.9240315 | -2.858289 |       1.861806 |
| GRB141222691 |   141222 |           16.575 |  6.495 |   40.13 |              1.0 |  34.049 |         0.724 | 3.058922e-06 |   8.664155e-08 |  2.3313e-05 |        3.4125e-08 | 267.7231 |    28.20898 |   -0.7900451 |  0.06423021 | -2.288225 |      0.1864833 |
| GRB141222298 |   141222 |            7.149 | 11.869 |  -57.35 |              0.1 |   2.752 |         0.264 | 7.458102e-06 |   1.163461e-07 |  9.2055e-06 |        3.8177e-08 | 2003.128 |    399.0024 |    -1.423456 |   0.0144864 | -2.521052 |      0.4527807 |
| GRB141221897 |   141221 |            21.53 |  8.401 |  -74.21 |             3.69 |  32.513 |         1.846 | 5.376704e-07 |   1.156728e-07 |  7.4393e-06 |        7.1278e-08 | 166.3616 |    30.87903 |   -0.1410402 |   0.2935825 | -3.469505 |       3.316082 |
| GRB141221338 |   141221 |             8.12 | 13.219 |   8.205 |           0.0011 |  23.808 |         1.717 | 7.904256e-07 |    1.15847e-07 |  4.0682e-06 |        6.2784e-08 | 321.4502 |    113.6674 |    -1.075274 |   0.1512575 | -6.315468 |       663.1096 |
| GRB141220252 |   141220 |            6.048 | 13.004 |  32.134 |            0.001 |   7.616 |         0.923 | 2.117483e-06 |   8.305089e-08 |  5.3386e-06 |        3.5071e-08 | 214.7644 |    13.25492 |   -0.5247201 |   0.0726953 | -6.884309 |       114.6007 |
| GRB141215560 |   141215 |           13.438 | 11.937 | -52.745 |             0.25 |  11.264 |         0.326 | 4.653998e-06 |   1.694104e-07 |  2.6896e-05 |        1.1511e-07 | 373.3576 |    22.84667 |   -0.4358798 |  0.08117015 | -22.04627 |    703391600.0 |
