|   Fermi name | Fermi ID | GBM Trigger-time | GBM RA | GBM Dec | GBM Error-radius | GBM T90 | GBM T90_error |     GBM flux | GBM flux_error | GBM fluence | GBM fluence_error |    Epeak | Epeak_error |        alpha | alpha_error |      beta |     beta_error |
| GRB130220964 |   130220 |           23.147 | 20.413 |   31.74 |             1.14 |     6.4 |          0.81 | 2.366411e-06 |   7.100137e-08 |   7.235e-06 |        4.5829e-08 | 93.30473 |    3.524162 |   -0.3228747 |  0.08474107 | -3.189792 |      0.2478102 |
| GRB130219775 |   130219 |           18.598 | 20.249 |   40.83 |             1.21 |  96.129 |         0.405 | 2.901184e-06 |   1.155473e-07 |  2.8469e-05 |        7.3336e-08 | 392.4848 |    48.93576 |    -0.944823 |  0.05346427 | -2.817421 |      0.8654857 |
| GRB130218261 |   130218 |            6.274 |  4.621 |  -69.13 |             2.28 |  37.121 |         3.665 | 1.306619e-06 |   1.213913e-07 |  9.4331e-06 |        1.0626e-07 | 525.8479 |    254.7717 |    -1.304292 |   0.1191786 |   -5.4888 |       197.4528 |
| GRB130217688 |   130217 |           16.522 |  6.448 |     6.8 |             8.19 |  14.848 |         2.202 | 3.300625e-07 |   6.802216e-08 |  1.1003e-06 |        5.4501e-08 | 80.81055 |     11.8827 |   -0.4158334 |   0.3305282 | -4.286467 |          6.584 |
| GRB130216927 |   130216 |           22.256 |  4.527 |   14.67 |              0.0 |   6.592 |         0.345 | 1.572151e-06 |   7.915772e-08 |  5.9199e-06 |         6.064e-08 | 138.5024 |    19.27048 |   0.06320141 |   0.2430824 | -2.044586 |      0.1349174 |
| GRB130216790 |   130216 |            18.97 |  3.925 |    2.04 |              0.0 |  12.992 |          1.28 | 1.724022e-06 |   8.059386e-08 |  4.8866e-06 |         3.567e-08 | 54.53981 |    20.82623 |   -0.8671144 |   0.4057204 | -1.821026 |     0.05557547 |
| GRB130215649 |   130215 |           15.571 |  0.207 |   59.38 |              2.1 |  58.113 |         1.557 | 1.586019e-06 |   1.287327e-07 |  2.1492e-05 |        6.0381e-08 | 532.6132 |    190.2928 |    -1.153039 |    0.102439 | -2.458125 |      0.9367213 |
| GRB130214800 |   130214 |           19.206 |  3.795 |   -0.29 |              1.6 |   13.76 |         1.639 | 8.261217e-07 |   9.132084e-08 |  5.9829e-06 |        9.1046e-08 | 162.1242 |    35.27162 |    -1.179636 |   0.1199754 |  -3.25199 |       3.471148 |
| GRB130213905 |   130213 |           21.732 |  6.606 |    -8.1 |            10.62 |   15.36 |         6.557 | 2.137454e-07 |   7.766442e-08 |  9.8741e-07 |        4.9718e-08 | 163.0104 |    116.8603 |    -1.241203 |   0.3625116 | -3.327587 |       14.65754 |
| GRB130209961 |   130209 |           23.062 |  2.239 |  -27.58 |              1.0 |    9.79 |         0.408 | 1.367991e-06 |   7.522485e-08 |  6.1237e-06 |        1.8749e-08 | 250.7231 |    22.60051 |   -0.6044352 |  0.08996924 | -22.62188 |   3640690000.0 |
| GRB130208684 |   130208 |           16.407 | 12.107 |   50.93 |             4.67 |  41.472 |          2.36 | 4.276024e-07 |   8.283945e-08 |  2.2549e-06 |        5.0101e-08 | 181.8263 |    70.26678 |    -0.125039 |   0.5030001 | -2.176221 |      0.6939144 |
| GRB130206482 |   130206 |            11.56 |  17.94 |   49.43 |              2.4 |  11.264 |          1.95 | 1.861374e-06 |    8.98446e-08 |  7.1626e-06 |        6.0838e-08 | 149.7451 |    10.37269 |   -0.4820705 |  0.08497583 | -2.943048 |      0.4185025 |
| GRB130131511 |   130131 |           12.254 | 12.642 |  -14.48 |              1.0 | 147.459 |         1.145 | 1.245201e-06 |   8.120958e-08 |  3.9205e-05 |        7.1551e-08 | 216.0774 |    53.86952 |   -0.7812999 |   0.1588609 | -2.176019 |      0.3358257 |
| GRB130127299 |   130127 |            7.165 | 20.081 |  -57.21 |            10.01 |  19.456 |         2.721 |  1.02277e-07 |   5.748143e-08 |  1.0219e-06 |        5.8943e-08 | 91.54363 |    37.56432 |   -0.1595393 |    1.093303 | -3.474912 |        6.11685 |
| GRB130121835 |   130121 |           20.033 | 14.087 |  -49.49 |             1.14 | 178.691 |         1.145 | 3.764529e-06 |   1.077356e-07 |  4.3448e-05 |        1.1117e-07 | 206.0193 |    22.78276 |   -0.4402374 |    0.115584 | -2.123419 |      0.1070624 |
| GRB130118482 |   130118 |           11.558 | 18.553 |   40.98 |              6.7 |  21.568 |        14.999 | 3.151289e-07 |   5.767352e-08 |  8.2779e-07 |        3.7667e-08 | 81.10912 |    30.74246 |     4.182497 |    5.631082 | -1.881368 |      0.2622778 |
| GRB130117087 |   130117 |            2.087 | 22.749 |    2.81 |             6.17 |  78.848 |         2.636 | 1.908477e-07 |    1.35399e-07 |  2.8491e-06 |        3.5373e-08 | 191.1287 |    87.34981 |    0.1545947 |   0.9847656 | -5.120666 |        71.7283 |
| GRB130115716 |   130115 |           17.178 | 11.406 |   22.62 |             2.78 |  13.568 |         1.846 | 5.569431e-07 |   7.739524e-08 |  2.7183e-06 |        3.2105e-08 | 309.3772 |    140.6255 |   -0.9619063 |   0.1980262 | -2.669297 |       2.611417 |
| GRB130112353 |   130112 |            8.463 | 13.086 |  -31.94 |             5.76 |   2.048 |         1.557 | 1.826158e-06 |   3.726407e-07 |  1.2393e-06 |        2.9823e-08 | 374.4308 |    160.5025 |   -0.7249982 |   0.2957607 | -18.19687 |    124048200.0 |
| GRB130112286 |   130112 |            6.869 | 15.735 |   52.19 |             4.93 |  35.328 |         1.846 | 7.718059e-07 |    7.62318e-08 |  2.6135e-06 |        4.6856e-08 | 212.1885 |    32.80822 |    -0.685058 |   0.1393437 | -11.31445 |       99601.91 |
| GRB130109206 |   130109 |            4.941 |  1.163 |   19.24 |             3.72 |    8.96 |         1.208 | 5.737999e-07 |   7.151894e-08 |  2.5352e-06 |        6.7822e-08 | 97.69115 |    10.10517 |   -0.5790722 |   0.1745524 |  -3.65073 |       2.209773 |
| GRB130106995 |   130106 |           23.874 |  1.917 |   63.38 |             1.87 |  70.401 |         0.572 | 6.211515e-07 |   8.521447e-08 |  1.5435e-05 |        6.7999e-08 | 151.0132 |    56.13097 |    -1.499443 |   0.1602166 | -5.368963 |       292.1771 |
| GRB130106829 |   130106 |           19.889 |  4.445 |   29.74 |             4.99 |  11.264 |         1.379 | 2.597726e-07 |   4.646743e-08 |  1.5865e-06 |        4.3176e-08 | 81.88025 |    11.64154 |   0.04247313 |   0.4370127 | -3.410039 |       1.606974 |
| GRB130104721 |   130104 |           17.302 | 11.606 |   25.92 |             2.44 |  26.368 |         3.593 | 5.849213e-07 |   4.730889e-08 |  5.6683e-06 |        5.6314e-08 | 119.8177 |    15.36206 |   -0.9596059 |    0.136028 | -8.688902 |       3910.494 |
| GRB121231445 |   121231 |            10.69 | 22.365 |  -17.78 |             6.46 |  32.768 |         5.152 | 2.834579e-07 |   5.074111e-08 |  2.9369e-06 |        7.2247e-08 | 36.32764 |    22.62105 |    0.5190964 |    2.680033 | -1.901162 |      0.1941324 |
| GRB121229533 |   121229 |           12.793 | 21.039 |  -11.94 |             4.58 |  23.037 |          1.81 | 3.898308e-07 |   5.538141e-08 |  3.5082e-06 |         3.706e-08 | 94.78157 |    8.031583 |     1.842424 |    0.663916 | -3.371398 |      0.8379866 |
| GRB121225417 |   121225 |           10.015 | 20.697 |  -34.83 |              1.5 |  58.497 |          0.82 | 5.069087e-06 |   1.375224e-07 |   6.958e-05 |         1.911e-07 | 455.8811 |    46.74224 |    -0.842726 |  0.04175185 | -2.173682 |      0.1338407 |
| GRB121223300 |   121223 |            7.189 |  3.341 |   21.37 |             2.74 |  11.005 |         0.724 | 1.229659e-06 |   6.845786e-08 |  7.0166e-06 |        1.9937e-08 | 117.4529 |    8.755163 |    0.7056419 |   0.2508443 | -2.564814 |      0.1989736 |
| GRB121221916 |   121221 |           21.992 | 14.284 |   33.55 |             4.22 |  38.913 |          2.29 | 3.198857e-07 |   9.277269e-08 |  5.0386e-06 |        4.9869e-08 | 106.5697 |    32.45027 |    -1.238849 |   0.2228187 |  -3.83151 |       13.72437 |
| GRB121217313 |   121217 |              7.5 | 10.247 | -62.351 |           0.0005 | 828.672 |        11.363 | 2.957556e-07 |   8.086637e-08 |  6.7667e-06 |        6.5604e-08 | 106.9274 |    45.45789 |   -0.8454022 |   0.4419964 | -2.631301 |       1.388702 |
| GRB121211695 |   121211 |           16.684 |  4.825 |    8.63 |             5.23 |    8.96 |         1.864 | 3.622782e-07 |   6.031758e-08 |  1.3395e-06 |        3.6512e-08 | 86.72071 |    12.36348 |   -0.3729645 |   0.3232433 | -3.504222 |       2.063623 |
| GRB121211574 |   121211 |           13.784 | 13.036 |  30.161 |           0.0013 |   5.632 |         1.717 | 1.891271e-07 |   6.972677e-08 |  6.4144e-07 |        3.9522e-08 | 111.2914 |    44.98701 |   -0.6449137 |   0.5417175 | -3.002151 |       3.076529 |
| GRB121128212 |   121128 |            5.097 |  20.04 |    54.3 |           0.0002 |  17.344 |         0.923 | 1.558807e-06 |    6.33829e-08 |  9.2979e-06 |        1.1379e-07 | 115.3063 |    6.532349 |   -0.4591057 |   0.1087446 | -15.64179 |      2159731.0 |
| GRB121127914 |   121127 |           21.933 | 11.763 | -52.414 |              0.3 |    0.64 |         0.405 | 9.873498e-06 |   7.257144e-07 |  1.5847e-06 |        4.9847e-08 | 1014.578 |    205.6001 |   -0.2580695 |   0.1951386 | -12.15105 |       28364.95 |
| GRB121125356 |   121125 |            8.542 | 15.235 |  55.322 |             0.05 |  49.857 |         2.099 | 6.611513e-07 |   7.395617e-08 |  6.5605e-06 |        6.7469e-08 | 171.7838 |    48.45022 |    -0.646021 |   0.2812452 | -2.416946 |       0.634873 |
| GRB121123442 |   121123 |           10.599 |  2.035 |  -18.79 |             1.61 |  42.497 |         1.999 | 1.349029e-06 |   8.229719e-08 |  1.4232e-05 |        1.0312e-07 | 791.9094 |    274.9268 |    -1.093044 |  0.08228993 | -4.994321 |       43.97842 |
| GRB121123421 |   121123 |             10.1 | 20.488 | -11.859 |           0.0015 | 102.338 |        31.849 | 4.718286e-07 |   7.557376e-08 |  2.1978e-05 |        7.8803e-07 |  163.853 |    26.17831 |   -0.3837533 |   0.2615603 | -8.769751 |       2722.153 |
| GRB121122885 |   121122 |           21.248 |  2.924 |   48.17 |              1.0 |   7.936 |         0.572 | 7.194153e-06 |   2.074088e-07 |  3.8485e-05 |        1.5508e-07 | 164.4005 |    6.040176 |   -0.1067698 |   0.1561935 | -3.838829 |      0.4398026 |
| GRB121122870 |   121122 |            20.88 | 23.697 |    6.34 |             2.66 | 125.439 |         0.724 | 5.556136e-07 |   6.873218e-08 |  9.0704e-06 |        5.9915e-08 | 90.90322 |    34.46038 |     -0.77449 |   0.3813718 | -2.037152 |      0.2393996 |
| GRB121122564 |   121122 |           13.524 |  3.511 |   46.47 |            12.89 |   8.704 |         0.724 | 3.781339e-07 |   5.477489e-08 |  8.1464e-07 |        1.7939e-08 | 46.83564 |    30.09991 |   -0.9664231 |   0.7855996 | -1.997033 |      0.1878867 |
| GRB121119579 |   121119 |           13.887 | 20.777 |  -16.92 |             8.13 |   2.304 |         0.429 | 5.372649e-07 |   6.844311e-08 |  8.8147e-07 |        2.3576e-08 | 92.04596 |    28.53249 |   -0.7818129 |   0.3357899 | -2.153691 |      0.2894251 |
| GRB121118576 |   121118 |           13.815 | 20.478 |   63.19 |              2.4 |  33.277 |         0.808 | 1.570666e-06 |   9.457727e-08 |  6.7077e-06 |        3.5376e-08 |  139.186 |    17.30769 |   -0.5533982 |   0.1335554 | -2.278876 |      0.2074319 |
| GRB121113544 |   121113 |           13.045 | 20.878 |   59.82 |             2.06 |   95.49 |         2.611 | 8.778473e-07 |   9.248421e-08 |  2.6848e-05 |        7.8198e-08 | 197.1114 |    37.69786 |   -0.9063539 |   0.1275786 | -6.070782 |       271.1686 |
| GRB121112806 |   121112 |           19.346 |  5.265 |  -55.44 |            15.56 |    1.28 |         1.358 |  3.04589e-06 |   4.888477e-07 |  2.2315e-07 |        3.2195e-08 | 783.0216 |    276.0405 |     0.751255 |    0.914163 | -12.51269 |       33068.09 |
| GRB121109338 |   121109 |            8.116 |  0.456 |  -42.57 |            10.37 |  22.144 |         2.919 | 6.681105e-07 |   8.169462e-08 |  5.3365e-06 |        6.5419e-08 |  232.585 |    38.67791 |   -0.2897506 |   0.2646935 |   -9.6035 |       7173.901 |
| GRB121104627 |   121104 |           15.038 |  4.809 |   14.08 |             4.05 |  59.137 |         7.241 | 2.533169e-07 |   1.140653e-07 |  4.4463e-06 |        1.1651e-07 | 103.0313 |     23.6146 |   -0.7460992 |   0.3405664 | -6.890869 |       594.3927 |
| GRB121031949 |   121031 |           22.788 | 11.385 |  -3.511 |             0.05 | 242.436 |         4.404 | 7.367561e-07 |   9.784237e-08 |   1.454e-05 |        1.3755e-07 | 299.7718 |    98.33915 |   -0.6931477 |   0.2064775 | -2.738334 |       1.965278 |
| GRB121029350 |   121029 |            8.406 | 15.118 |   -28.2 |             1.65 |  15.808 |         0.572 | 1.501972e-06 |   8.600176e-08 |  7.8146e-06 |        5.8005e-08 | 137.1817 |    8.878863 |   -0.2266938 |   0.1295341 | -3.587762 |      0.9614805 |
| GRB121028280 |   121028 |             6.72 |  3.504 |  -25.07 |             7.68 |  11.008 |          2.36 | 3.681289e-07 |    7.37774e-08 |  9.9778e-07 |        2.8314e-08 | 237.4138 |    112.1351 |    -1.089181 |    0.240116 | -4.313038 |       55.01165 |
| GRB121027038 |   121027 |            0.905 |  0.287 |  -47.54 |             2.61 | 166.915 |         3.692 | 3.991925e-07 |     9.9601e-08 |  7.3949e-06 |        6.5268e-08 | 264.3906 |    143.2075 |   -0.8197485 |    0.423833 | -3.898125 |        25.1825 |
| GRB121019233 |   121019 |            5.586 |  2.898 |   62.14 |             7.52 |  14.336 |         7.907 | 3.474786e-07 |   9.169206e-08 |  5.8857e-07 |        8.3598e-08 | 373.3745 |    146.6995 |   -0.1775824 |   0.5249403 | -10.85758 |       58500.27 |
| GRB121012724 |   121012 |           17.371 |  2.228 |   14.58 |             6.78 |   0.448 |         0.091 | 4.677267e-06 |   5.939525e-07 |  1.2729e-06 |        1.0012e-08 | 650.8483 |    195.3806 |   -0.2597557 |   0.2690891 |  -3.07532 |       2.671102 |
| GRB121008424 |   121008 |           10.181 | 22.731 |    -3.1 |              9.0 |   3.456 |         0.345 | 3.348391e-07 |   5.230849e-08 |  3.9179e-07 |        1.0909e-08 | 55.16277 |    45.06172 |    0.4244173 |    2.540714 | -1.735035 |      0.1832317 |
| GRB121005340 |   121005 |            8.154 |  9.982 |    25.4 |             5.39 | 141.568 |         3.665 | 6.139673e-07 |   9.957063e-08 |  5.1687e-06 |        5.3824e-08 |  500.083 |     214.214 |   -0.7491216 |   0.2272605 |    -11.56 |            0.0 |
| GRB121005030 |   121005 |            0.714 | 13.011 |   -2.09 |             9.48 |  96.768 |         3.556 | 4.225224e-07 |   9.372093e-08 |  3.7314e-06 |        6.3501e-08 | 253.9089 |     168.616 |   -0.5677642 |   0.5813428 |  -2.35347 |       1.349487 |
| GRB121004211 |   121004 |            5.055 |  9.164 |  -11.02 |             9.44 |   1.536 |         0.572 | 4.505255e-07 |   5.758715e-07 |  3.7942e-07 |        1.0625e-08 |  74.2396 |    11.65135 |     1.842449 |    1.593429 |  -16.6678 |       685412.6 |
| GRB120926426 |   120926 |           10.221 |  3.981 |   -37.2 |             3.76 |  60.161 |         3.482 | 6.218667e-07 |   9.633919e-08 |  4.3826e-06 |        9.1741e-08 | 230.3532 |    48.34243 |   -0.3532537 |   0.2634606 | -8.422136 |       2870.122 |
| GRB120926335 |   120926 |            8.049 | 21.226 |   58.38 |             1.51 |   4.288 |         1.833 |  7.63911e-07 |   4.402522e-08 |  2.4776e-06 |        4.8167e-08 | 47.14911 |    4.006145 |   -0.7497851 |   0.2195578 | -2.748595 |      0.2219462 |
| GRB120922939 |   120922 |           22.536 |  15.65 | -20.182 |           0.0001 | 182.275 |        19.777 | 1.985811e-07 |    3.59711e-08 |   8.208e-06 |        1.6867e-07 | 65.40438 |    24.02708 |    -1.047324 |   0.6229689 |  -2.47594 |      0.6072668 |
| GRB120921877 |   120921 |           21.051 |  6.428 |  -64.77 |              3.2 |   5.632 |         1.145 | 1.564446e-06 |   8.664821e-08 |  2.4783e-06 |        3.1034e-08 | 125.4797 |    11.69534 |    0.2253485 |   0.2438278 | -2.532567 |      0.2110456 |
| GRB120920003 |   120920 |            0.076 |  1.808 |  -26.12 |             7.84 |   28.16 |         4.382 |  1.28726e-07 |   4.253252e-08 |  1.0033e-06 |        3.1506e-08 | 29.70563 |    14.40845 |     7.483669 |    16.72946 | -2.066398 |      0.3517153 |
| GRB120919816 |   120919 |           19.595 | 20.235 |  -66.16 |            11.89 |   20.48 |         1.305 | 1.859476e-07 |   4.841774e-08 |  1.1356e-06 |        2.2108e-08 | 60.17528 |    7.318207 |   -0.1202291 |   0.4705332 | -9.471131 |       2409.653 |
| GRB120919309 |   120919 |            7.412 | 14.318 | -45.564 |              0.4 |  21.248 |          1.81 | 3.701286e-06 |   9.940934e-08 |   1.678e-05 |        5.2425e-08 | 217.0384 |    12.06099 |   -0.6213467 |  0.05065843 | -2.939195 |      0.3450057 |
| GRB120919052 |   120919 |             1.24 | 19.867 |  -38.07 |             1.62 | 118.018 |         0.362 | 1.562499e-06 |   8.111403e-08 |  2.0674e-05 |        3.8149e-08 | 287.2556 |    45.85476 |   -0.7209514 |  0.09860491 | -2.582614 |      0.6450982 |
| GRB120916173 |   120916 |            4.145 | 13.721 |   36.66 |              0.3 |  52.993 |          0.81 | 1.376114e-06 |   6.114561e-08 |  1.4167e-05 |        5.3783e-08 | 462.5324 |    50.09053 |   -0.6008557 |   0.0691559 | -3.034101 |       1.145012 |
| GRB120915474 |   120915 |           11.368 | 18.904 |   -1.11 |             6.54 |   5.888 |         0.923 | 2.718679e-07 |   4.815713e-08 |  3.8288e-07 |        2.4656e-08 | 115.9302 |     85.2762 |     3.196334 |    7.214257 | -1.627359 |      0.2813656 |
| GRB120913997 |   120913 |           23.933 | 14.243 | -14.535 |             0.05 |  130.05 |         3.566 | 8.695222e-07 |   6.120852e-08 |   2.028e-05 |        7.5478e-08 | 241.1697 |    95.86045 |   -0.7804667 |   0.2328068 | -1.897487 |      0.1791512 |
| GRB120913846 |   120913 |           20.306 |  9.762 |  26.977 |             0.05 |  33.792 |         1.379 | 2.514844e-07 |   4.712709e-08 |  1.5647e-06 |        2.5601e-08 | 20.79626 |    10.74825 |    0.4559587 |     4.87062 | -2.243265 |      0.2163872 |
| GRB120911298 |   120911 |            7.143 | 23.865 |  63.098 |           0.0001 |  22.016 |         1.833 | 2.592272e-07 |   5.114037e-08 |  2.3432e-06 |          4.25e-08 | 67.74883 |    13.69843 |   -0.7870346 |   0.3889586 | -3.177134 |       1.661342 |
| GRB120909070 |   120909 |             1.69 | 18.383 |  -59.45 |              0.0 | 112.066 |        10.419 | 7.563839e-07 |   9.800741e-08 |   9.848e-06 |        1.5373e-07 | 705.1488 |    360.6963 |   -0.9119591 |   0.1584356 | -2.749108 |       3.134934 |
| GRB120908873 |   120908 |           20.959 | 17.911 |  -35.79 |              1.5 |  46.849 |         2.611 | 1.016725e-06 |   1.031757e-07 |  1.2703e-05 |        8.5373e-08 | 228.5638 |    46.62485 |   -0.6548176 |   0.1980395 |    -2.865 |            0.0 |
| GRB120907017 |   120907 |            0.407 |  4.983 |  -9.315 |              0.0 |    5.76 |         1.778 | 4.084654e-07 |   7.799027e-08 |  8.0914e-07 |        4.0838e-08 | 133.8963 |    42.99683 |   -0.9355976 |   0.3040822 | -8.877418 |       12518.22 |
| GRB120905657 |   120905 |           15.773 | 23.731 |   16.99 |              1.8 | 195.587 |        16.795 | 3.036166e-07 |   4.844294e-08 |  1.9567e-05 |        6.3164e-07 | 80.87199 |    19.11597 |  -0.01735743 |   0.6190102 | -2.539732 |      0.4979579 |
| GRB120830702 |   120830 |            16.86 |  7.335 |   17.53 |             3.39 |  49.665 |         4.382 | 5.835181e-07 |   7.417249e-08 |   5.655e-06 |        3.3365e-08 | 209.5288 |    66.03126 |   -0.8025408 |    0.214989 | -2.589491 |       1.243332 |
| GRB120830297 |   120830 |            7.118 |    5.9 | -28.701 |            0.002 |   0.896 |         0.231 | 5.989711e-06 |   5.638203e-07 |  3.0693e-06 |        2.7188e-08 | 919.7049 |    218.8685 |    0.1569702 |   0.3240136 | -17.06314 |     10349900.0 |
| GRB120830212 |   120830 |            5.081 | 22.525 |  -80.04 |             3.46 |  16.064 |         3.649 | 1.636276e-06 |   1.051598e-07 |  7.5151e-06 |        2.3629e-07 | 203.3306 |    42.83241 |   -0.2031535 |   0.2599305 | -2.137524 |       0.251831 |
| GRB120827216 |   120827 |            5.174 | 14.849 |  -71.89 |             1.67 |   5.056 |         2.127 | 1.400524e-06 |   1.333995e-07 |  3.3669e-06 |        9.1226e-08 | 432.7857 |    128.0302 |    -0.493935 |   0.2191016 |  -2.44093 |      0.8930241 |
| GRB120824594 |   120824 |           14.267 |  4.728 |   17.63 |              3.0 | 111.618 |         7.241 |  2.24796e-07 |   9.945383e-08 |  5.9192e-06 |        4.1643e-08 | 173.5791 |    44.89665 |    0.4391461 |   0.8064666 | -8.355213 |       998.1748 |
| GRB120820585 |   120820 |           14.039 | 12.443 |  -12.31 |             4.81 | 107.522 |         9.159 | 1.859868e-07 |   4.590855e-08 |  6.9808e-06 |        2.9282e-08 | 69.48013 |    54.71669 |   -0.5674476 |    1.472946 | -2.115377 |      0.4747282 |
| GRB120819048 |   120819 |            1.141 | 11.436 |   49.42 |             7.94 |  66.304 |         1.379 | 2.374193e-07 |   4.748216e-08 |  1.3343e-06 |        3.2672e-08 | 70.14011 |    23.76611 |   -0.3229389 |    0.843605 | -2.412595 |      0.5149082 |
| GRB120817168 |   120817 |            4.042 |  0.554 | -26.428 |             0.05 |    0.16 |         0.113 | 1.742031e-05 |   7.947433e-07 |  1.7866e-06 |        1.0167e-08 | 1068.719 |     183.417 |   -0.6624435 |  0.07312875 | -9.946875 |       21843.47 |
| GRB120811649 |   120811 |           15.582 | 13.314 |  62.291 |             0.05 |  14.336 |         6.557 |  5.21893e-07 |    6.55163e-08 |  3.4466e-06 |        2.1134e-07 | 32.60298 |    6.479752 |     4.591173 |    4.369969 | -2.232736 |      0.1643001 |
| GRB120811014 |   120811 |            0.342 |  2.911 | -31.675 |              1.4 |   0.448 |         0.091 | 1.283403e-05 |   8.695733e-07 |  2.2744e-06 |        1.9404e-08 | 815.2886 |    105.8287 |    0.5000495 |   0.2884139 | -6.139668 |       22.58613 |
| GRB120806007 |   120806 |            0.169 | 20.599 |    6.33 |             4.25 |  26.624 |         1.557 | 7.011865e-07 |   7.876628e-08 |  4.9018e-06 |        3.6937e-08 |  144.441 |    22.51344 |    -1.113752 |   0.1157057 | -5.182798 |       56.20393 |
| GRB120801920 |   120801 |           22.089 | 16.382 |  -47.37 |             2.39 | 479.239 |        23.752 |  1.26404e-06 |   1.303981e-07 |  3.3402e-05 |        2.6343e-07 | 171.1366 |     46.8527 |     1.780167 |    1.673243 | -2.246678 |        0.31853 |
| GRB120728934 |   120728 |            22.42 |   9.14 | -54.438 |            0.001 |  32.768 |         2.429 | 5.047645e-07 |   1.116208e-07 |   3.743e-06 |        4.5984e-08 | 398.5145 |    218.1849 |   -0.9161421 |   0.2941894 | -5.304485 |       261.1297 |
| GRB120728434 |   120728 |           10.423 |  6.918 | -45.893 |             0.49 | 100.481 |         6.623 | 4.242069e-06 |   1.068414e-07 |  0.00011632 |        2.5411e-06 | 123.8313 |    5.027051 |   -0.9850579 |  0.05149943 |  -3.71297 |      0.7533714 |
| GRB120727681 |   120727 |           16.339 |  2.517 |   16.36 |              1.0 |  10.496 |         1.639 | 1.541631e-06 |   9.571064e-08 |  9.2348e-06 |        7.3817e-08 | 123.3372 |    11.02187 |   -0.8245408 |   0.1056694 | -3.053702 |      0.6956233 |
| GRB120719146 |   120719 |              3.5 | 13.619 |  -43.45 |             1.37 |  75.009 |         3.114 | 8.096242e-07 |    6.93357e-08 |  1.3548e-05 |        8.3501e-08 | 57.43641 |    17.54581 |     1.030667 |    1.357202 | -1.818159 |      0.1064291 |
| GRB120716712 |   120716 |           17.084 |  20.87 |   9.599 |            0.001 | 237.056 |         4.104 | 1.041398e-06 |   5.898655e-08 |  1.4408e-05 |        4.0956e-08 |  106.261 |    18.58711 |   -0.4614225 |   0.2364491 | -2.095525 |      0.1349572 |
| GRB120716577 |   120716 |           13.851 | 20.302 |   59.41 |             5.09 |   24.96 |         3.958 |  6.03939e-07 |   7.256147e-08 |  5.2229e-06 |        1.2542e-07 | 290.1641 |    99.42694 |   -0.7102183 |   0.2615904 | -2.932085 |        2.80823 |
| GRB120715066 |   120715 |            1.588 | 18.143 |   58.79 |             3.73 |  29.696 |         3.083 | 7.325918e-07 |   9.753863e-08 |  2.1952e-06 |         3.631e-08 | 1006.244 |    639.0004 |   -0.6066394 |    0.286868 | -6.103516 |       371.6492 |
| GRB120711115 |   120711 |            2.748 |  6.313 |   -71.0 |            0.044 |  44.033 |         0.724 | 7.813592e-06 |   1.711112e-07 |  0.00019428 |        2.2751e-07 | 1357.238 |    182.5347 |   -0.8302877 |  0.04254531 | -2.209357 |      0.1058169 |
| GRB120709883 |   120709 |           21.195 | 21.227 |   -50.1 |             0.46 |  27.328 |         0.958 |  1.16541e-06 |   8.089797e-08 |  1.3729e-05 |         3.751e-08 | 162.0797 |    13.84268 |   -0.5962759 |   0.1011924 | -3.734939 |       2.046271 |
| GRB120707800 |   120707 |           19.205 | 19.404 |  -34.44 |              1.0 |   40.96 |         4.238 | 7.246216e-06 |   1.594137e-07 |   9.355e-05 |        7.0713e-07 | 190.8957 |    15.82244 |   -0.9077759 |  0.08110995 | -2.517469 |      0.1386416 |
| GRB120703726 |   120703 |           17.421 | 22.624 | -29.724 |            0.001 |    8.96 |         1.379 | 4.099826e-06 |   1.432517e-07 |  8.3292e-06 |        9.8273e-08 | 407.0606 |    30.21108 |    -0.648455 |  0.05681458 | -3.670717 |       1.896861 |
| GRB120703498 |   120703 |           11.949 | 14.034 |   46.26 |             5.15 |  77.568 |         2.187 | 2.399373e-07 |    8.67608e-08 |  2.5968e-06 |        5.3469e-08 | 163.4327 |    132.4847 |    -1.272444 |   0.4385425 | -13.02772 |      7636848.0 |
| GRB120703417 |   120703 |            10.02 |  4.633 |   34.74 |              2.6 |  64.513 |         3.083 | 8.532299e-07 |   8.659647e-08 |  1.1076e-05 |        5.1941e-08 | 183.5864 |     39.2547 |    -1.141929 |   0.1113392 | -3.106691 |       2.728591 |
| GRB120629565 |   120629 |            13.57 | 11.744 |    -0.6 |             8.88 |   0.704 |         1.026 | 7.875425e-07 |   2.742281e-07 |  5.1917e-08 |        1.2052e-08 | 141.7829 |    80.19988 |     11.11988 |    27.38146 | -2.043428 |      0.7854461 |
| GRB120625119 |   120625 |            2.846 |  3.417 |   51.07 |             1.17 |   7.424 |         0.571 | 2.979566e-06 |   1.080761e-07 |  1.0216e-05 |        4.2459e-08 | 172.5579 |    22.62804 |   -0.4443741 |   0.1435662 | -2.171672 |      0.1153722 |
| GRB120624933 |   120624 |           22.399 | 11.396 |    8.93 |              0.0 | 271.364 |          4.58 | 4.902386e-06 |   1.518595e-07 |  0.00019164 |        1.9778e-07 | 683.8546 |    79.46237 |   -0.7863622 |  0.04612197 | -2.340343 |      0.2260674 |
| GRB120624309 |   120624 |            7.407 |  0.318 |   7.167 |             0.37 |    0.64 |          0.16 | 3.474427e-05 |   1.148759e-06 |    5.14e-06 |        7.6071e-08 | 4100.756 |    445.3157 |   -0.7093795 |  0.03390218 | -3.784104 |       1.277168 |
